id,effective_status,city,state,canonical_filename,verified_canonical,manual_primary_raw,duplicate_raws,all_mapped_raws,candidate_count,notes
045,VERIFIED_CANONICAL,Kuala Lumpur,Day — Clear,045-kuala-lumpur-day-clear.png,True,,,,0,"Visual content match: Kuala Lumpur skyline with Petronas Towers, day clear."
046,VERIFIED_CANONICAL,Jakarta,Day — Clear,046-jakarta-day-clear.png,True,,,,0,Estimated content match: Jakarta day clear waterfront skyline.
047,VERIFIED_CANONICAL,Manila,Day — Clear,047-manila-day-clear.png,True,,,,0,Estimated content match: Manila day clear waterfront skyline.
048,VERIFIED_CANONICAL,Los Angeles,Night — Clear,048-los-angeles-night-clear.png,True,,,,0,Visual content match: Los Angeles night clear with observatory viewpoint.
049,VERIFIED_CANONICAL,New York,Night — Clear,049-new-york-night-clear.png,True,,,,0,Estimated content match: New York night clear.
050,VERIFIED_CANONICAL,Boston,Night — Clear,050-boston-night-clear.png,True,,,,0,Estimated content match: Boston night clear.
051,VERIFIED_CANONICAL,Tokyo,Night — Clear,051-tokyo-night-clear.png,True,,,,0,Visual content match: Tokyo night clear with Tokyo Tower skyline.
052,VERIFIED_CANONICAL,Hong Kong,Night — Clear,052-hong-kong-night-clear.png,True,,,,0,Visual content match: Hong Kong night clear harbor skyline.
053,VERIFIED_CANONICAL,Kyoto,Night — Clear,053-kyoto-night-clear.png,True,,,,0,Visual content match: Kyoto night clear with pagoda and historic skyline.
054,VERIFIED_CANONICAL,Shanghai,Night — Clear,054-shanghai-night-clear.png,True,,,,0,Visual content match: Shanghai night clear skyline.
055,VERIFIED_CANONICAL,London,Night — Clear,055-london-night-clear.png,True,,,,0,Visual content match: London night clear by the Thames.
056,VERIFIED_CANONICAL,Singapore,Night — Clear,056-singapore-night-clear.png,True,,,,0,Visual content match: Singapore night clear with Marina Bay Sands.
057,VERIFIED_CANONICAL,San Francisco,Night — Clear,057-san-francisco-night-clear.png,True,,,,0,Estimated content match: San Francisco night clear waterfront skyline.
058,VERIFIED_CANONICAL,Seoul,Night — Clear,058-seoul-night-clear.png,True,,,,0,Visual content match: Seoul night clear with N Seoul Tower.
059,VERIFIED_CANONICAL,Beijing,Night — Clear,059-beijing-night-clear.png,True,,,,0,Estimated content match: Beijing night clear.
060,VERIFIED_CANONICAL,Dubai,Night — Clear,060-dubai-night-clear.png,True,,,,0,Visual content match: Dubai night clear with Burj Khalifa.
061,VERIFIED_CANONICAL,Sydney,Night — Clear,061-sydney-night-clear.png,True,,,,0,Visual content match: Sydney night clear with Harbour Bridge/Opera House.
062,VERIFIED_CANONICAL,Toronto,Night — Clear,062-toronto-night-clear.png,True,,,,0,Visual content match: Toronto night clear with CN Tower.
063,VERIFIED_CANONICAL,Vancouver,Night — Clear,063-vancouver-night-clear.png,True,,,,0,Visual content match: Vancouver night clear waterfront skyline.
064,VERIFIED_CANONICAL,Mexico City,Night — Clear,064-mexico-city-night-clear.png,True,,,,0,Visual content match: Mexico City night clear with Angel of Independence.
065,VERIFIED_CANONICAL,São Paulo,Night — Clear,065-sao-paulo-night-clear.png,True,,,,0,Visual content match: São Paulo night clear skyline.
066,VERIFIED_CANONICAL,Rio de Janeiro,Night — Clear,066-rio-de-janeiro-night-clear.png,True,,,,0,Visual content match: Rio de Janeiro night clear with Sugarloaf view.
067,VERIFIED_CANONICAL,Buenos Aires,Night — Clear,067-buenos-aires-night-clear.png,True,,,,0,Visual content match: Buenos Aires night clear waterfront skyline.
068,VERIFIED_CANONICAL,Madrid,Night — Clear,068-madrid-night-clear.png,True,,,,0,Visual content match: Madrid night clear rooftop skyline.
069,VERIFIED_CANONICAL,Barcelona,Night — Clear,069-barcelona-night-clear.png,True,,,,0,Visual content match: Barcelona night clear with Sagrada Família skyline.
070,VERIFIED_CANONICAL,Rome,Night — Clear,070-rome-night-clear.png,True,,,,0,Visual content match: Rome night clear with St. Peter's Basilica.
071,VERIFIED_CANONICAL,Milan,Night — Clear,071-milan-night-clear.png,True,,,,0,Visual content match: Milan night clear with Duomo.
072,VERIFIED_CANONICAL,Berlin,Night — Clear,072-berlin-night-clear.png,True,,,,0,Visual content match: Berlin night clear with Fernsehturm and river.
073,VERIFIED_CANONICAL,Amsterdam,Night — Clear,073-amsterdam-night-clear.png,True,,,,0,Visual content match: Amsterdam night clear canal scene.
074,VERIFIED_CANONICAL,Vienna,Night — Clear,074-vienna-night-clear.png,True,,,,0,Vienna skyline with St. Stephen’s Cathedral
075,VERIFIED_CANONICAL,Prague,Night — Clear,075-prague-night-clear.png,True,,,,0,Prague Castle and Charles Bridge
076,VERIFIED_CANONICAL,Istanbul,Night — Clear,076-istanbul-night-clear.png,True,,,,0,"Istanbul Bosphorus, Hagia Sophia and Galata Tower"
077,VERIFIED_CANONICAL,Cairo,Night — Clear,077-cairo-night-clear.png,True,,,,0,Cairo Nile skyline and pyramids
078,VERIFIED_CANONICAL,Cape Town,Night — Clear,078-cape-town-night-clear.png,True,,,,0,Cape Town waterfront and Table Mountain
079,VERIFIED_CANONICAL,Nairobi,Night — Clear,079-nairobi-night-clear.png,True,,,,0,Nairobi nighttime skyline
080,VERIFIED_CANONICAL,Bangkok,Night — Clear,080-bangkok-night-clear.png,True,,,,0,Bangkok Chao Phraya and Wat Arun
081,VERIFIED_CANONICAL,Mumbai,Night — Clear,081-mumbai-night-clear.png,True,,,,0,Mumbai Marine Drive and Gateway of India
082,VERIFIED_CANONICAL,Delhi,Night — Clear,082-delhi-night-clear.png,True,,,,0,Delhi India Gate at night
083,VERIFIED_CANONICAL,Kuala Lumpur,Night — Clear,083-kuala-lumpur-night-clear.png,True,,,,0,Kuala Lumpur skyline and Petronas Towers
084,VERIFIED_CANONICAL,Jakarta,Night — Clear,084-jakarta-night-clear.png,True,,,,0,Jakarta skyline and Monas at night
085,VERIFIED_CANONICAL,Manila,Night — Clear,085-manila-night-clear.png,True,,,,0,Manila Bay skyline at night
086,VERIFIED_CANONICAL,Los Angeles,Day — Partly Cloudy,086-los-angeles-day-partly-cloudy.png,True,,,,0,Los Angeles skyline from Griffith Observatory
087,VERIFIED_CANONICAL,Chicago,Day — Partly Cloudy,087-chicago-day-partly-cloudy.png,True,,,,0,Chicago skyline from lakefront
088,VERIFIED_CANONICAL,New York,Day — Partly Cloudy,088-new-york-day-partly-cloudy.png,True,,,,0,New York skyline and Brooklyn Bridge
089,VERIFIED_CANONICAL,Boston,Day — Partly Cloudy,089-boston-day-partly-cloudy.png,True,,,,0,Boston waterfront skyline
090,VERIFIED_CANONICAL,Tokyo,Day — Partly Cloudy,090-tokyo-day-partly-cloudy.png,True,,,,0,Tokyo skyline with Tokyo Tower and Skytree
091,VERIFIED_CANONICAL,Paris,Day — Partly Cloudy,091-paris-day-partly-cloudy.png,True,,,,0,Paris skyline and Eiffel Tower
092,VERIFIED_CANONICAL,Hong Kong,Day — Partly Cloudy,092-hong-kong-day-partly-cloudy.png,True,,,,0,Hong Kong Victoria Harbour skyline
093,VERIFIED_CANONICAL,Kyoto,Day — Partly Cloudy,093-kyoto-day-partly-cloudy.png,True,,,,0,Kyoto temple and cityscape
094,VERIFIED_CANONICAL,Shanghai,Day — Partly Cloudy,094-shanghai-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
095,VERIFIED_CANONICAL,London,Day — Partly Cloudy,095-london-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
096,VERIFIED_CANONICAL,Singapore,Day — Partly Cloudy,096-singapore-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
097,VERIFIED_CANONICAL,San Francisco,Day — Partly Cloudy,097-san-francisco-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
098,VERIFIED_CANONICAL,Seoul,Day — Partly Cloudy,098-seoul-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
099,VERIFIED_CANONICAL,Beijing,Day — Partly Cloudy,099-beijing-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
100,VERIFIED_CANONICAL,Dubai,Day — Partly Cloudy,100-dubai-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
101,VERIFIED_CANONICAL,Sydney,Day — Partly Cloudy,101-sydney-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
102,VERIFIED_CANONICAL,Toronto,Day — Partly Cloudy,102-toronto-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
103,VERIFIED_CANONICAL,Vancouver,Day — Partly Cloudy,103-vancouver-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
104,VERIFIED_CANONICAL,Mexico City,Day — Partly Cloudy,104-mexico-city-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
105,VERIFIED_CANONICAL,São Paulo,Day — Partly Cloudy,105-sao-paulo-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
106,VERIFIED_CANONICAL,Rio de Janeiro,Day — Partly Cloudy,106-rio-de-janeiro-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
107,VERIFIED_CANONICAL,Buenos Aires,Day — Partly Cloudy,107-buenos-aires-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
108,VERIFIED_CANONICAL,Madrid,Day — Partly Cloudy,108-madrid-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
109,VERIFIED_CANONICAL,Barcelona,Day — Partly Cloudy,109-barcelona-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
110,VERIFIED_CANONICAL,Rome,Day — Partly Cloudy,110-rome-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
111,VERIFIED_CANONICAL,Milan,Day — Partly Cloudy,111-milan-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
112,VERIFIED_CANONICAL,Berlin,Day — Partly Cloudy,112-berlin-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
113,VERIFIED_CANONICAL,Amsterdam,Day — Partly Cloudy,113-amsterdam-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
114,VERIFIED_CANONICAL,Vienna,Day — Partly Cloudy,114-vienna-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
115,VERIFIED_CANONICAL,Prague,Day — Partly Cloudy,115-prague-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
116,VERIFIED_CANONICAL,Istanbul,Day — Partly Cloudy,116-istanbul-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
117,VERIFIED_CANONICAL,Cairo,Day — Partly Cloudy,117-cairo-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
118,VERIFIED_CANONICAL,Cape Town,Day — Partly Cloudy,118-cape-town-day-partly-cloudy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
119,VERIFIED_CANONICAL,Nairobi,Day — Partly Cloudy,119-nairobi-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
120,VERIFIED_CANONICAL,Bangkok,Day — Partly Cloudy,120-bangkok-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
121,VERIFIED_CANONICAL,Mumbai,Day — Partly Cloudy,121-mumbai-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
122,VERIFIED_CANONICAL,Delhi,Day — Partly Cloudy,122-delhi-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
123,VERIFIED_CANONICAL,Kuala Lumpur,Day — Partly Cloudy,123-kuala-lumpur-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
124,VERIFIED_CANONICAL,Jakarta,Day — Partly Cloudy,124-jakarta-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
125,VERIFIED_CANONICAL,Manila,Day — Partly Cloudy,125-manila-day-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
126,VERIFIED_CANONICAL,Los Angeles,Night — Partly Cloudy,126-los-angeles-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
127,VERIFIED_CANONICAL,Chicago,Night — Partly Cloudy,127-chicago-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
128,VERIFIED_CANONICAL,New York,Night — Partly Cloudy,128-new-york-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
129,VERIFIED_CANONICAL,Boston,Night — Partly Cloudy,129-boston-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
130,VERIFIED_CANONICAL,Tokyo,Night — Partly Cloudy,130-tokyo-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
131,VERIFIED_CANONICAL,Paris,Night — Partly Cloudy,131-paris-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
132,VERIFIED_CANONICAL,Hong Kong,Night — Partly Cloudy,132-hong-kong-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
133,VERIFIED_CANONICAL,Kyoto,Night — Partly Cloudy,133-kyoto-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
134,VERIFIED_CANONICAL,Shanghai,Night — Partly Cloudy,134-shanghai-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
135,VERIFIED_CANONICAL,London,Night — Partly Cloudy,135-london-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
136,VERIFIED_CANONICAL,Singapore,Night — Partly Cloudy,136-singapore-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
137,VERIFIED_CANONICAL,San Francisco,Night — Partly Cloudy,137-san-francisco-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
138,VERIFIED_CANONICAL,Seoul,Night — Partly Cloudy,138-seoul-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
139,VERIFIED_CANONICAL,Beijing,Night — Partly Cloudy,139-beijing-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
140,VERIFIED_CANONICAL,Dubai,Night — Partly Cloudy,140-dubai-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
141,VERIFIED_CANONICAL,Sydney,Night — Partly Cloudy,141-sydney-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
142,VERIFIED_CANONICAL,Toronto,Night — Partly Cloudy,142-toronto-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
143,VERIFIED_CANONICAL,Vancouver,Night — Partly Cloudy,143-vancouver-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
144,VERIFIED_CANONICAL,Mexico City,Night — Partly Cloudy,144-mexico-city-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
145,VERIFIED_CANONICAL,São Paulo,Night — Partly Cloudy,145-sao-paulo-night-partly-cloudy.png,True,,,,0,Generated individually in current chat; canonical city/time/weather target.
146,VERIFIED_CANONICAL,Rio de Janeiro,Night — Partly Cloudy,146-rio-de-janeiro-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
147,VERIFIED_CANONICAL,Buenos Aires,Night — Partly Cloudy,147-buenos-aires-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
148,VERIFIED_CANONICAL,Madrid,Night — Partly Cloudy,148-madrid-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
149,VERIFIED_CANONICAL,Barcelona,Night — Partly Cloudy,149-barcelona-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
150,VERIFIED_CANONICAL,Rome,Night — Partly Cloudy,150-rome-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
151,VERIFIED_CANONICAL,Milan,Night — Partly Cloudy,151-milan-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
152,VERIFIED_CANONICAL,Berlin,Night — Partly Cloudy,152-berlin-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
153,VERIFIED_CANONICAL,Amsterdam,Night — Partly Cloudy,153-amsterdam-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
154,VERIFIED_CANONICAL,Vienna,Night — Partly Cloudy,154-vienna-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
155,VERIFIED_CANONICAL,Prague,Night — Partly Cloudy,155-prague-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
156,VERIFIED_CANONICAL,Istanbul,Night — Partly Cloudy,156-istanbul-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
157,VERIFIED_CANONICAL,Cairo,Night — Partly Cloudy,157-cairo-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
158,VERIFIED_CANONICAL,Cape Town,Night — Partly Cloudy,158-cape-town-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
159,VERIFIED_CANONICAL,Nairobi,Night — Partly Cloudy,159-nairobi-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
160,VERIFIED_CANONICAL,Bangkok,Night — Partly Cloudy,160-bangkok-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
161,VERIFIED_CANONICAL,Mumbai,Night — Partly Cloudy,161-mumbai-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
162,VERIFIED_CANONICAL,Delhi,Night — Partly Cloudy,162-delhi-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
163,VERIFIED_CANONICAL,Kuala Lumpur,Night — Partly Cloudy,163-kuala-lumpur-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
164,VERIFIED_CANONICAL,Jakarta,Night — Partly Cloudy,164-jakarta-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
165,VERIFIED_CANONICAL,Manila,Night — Partly Cloudy,165-manila-night-partly-cloudy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
166,VERIFIED_CANONICAL,Los Angeles,Day — Cloudy/Foggy,166-los-angeles-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
167,VERIFIED_CANONICAL,Chicago,Day — Cloudy/Foggy,167-chicago-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
168,VERIFIED_CANONICAL,New York,Day — Cloudy/Foggy,168-new-york-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
169,VERIFIED_CANONICAL,Boston,Day — Cloudy/Foggy,169-boston-day-cloudy-foggy.png,True,,,,0,Primary mapped image selected from corrected-original archive.
170,VERIFIED_CANONICAL,Tokyo,Day — Cloudy/Foggy,170-tokyo-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
171,VERIFIED_CANONICAL,Hong Kong,Day — Cloudy/Foggy,171-hong-kong-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
172,VERIFIED_CANONICAL,Kyoto,Day — Cloudy/Foggy,172-kyoto-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
173,VERIFIED_CANONICAL,Shanghai,Day — Cloudy/Foggy,173-shanghai-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
174,VERIFIED_CANONICAL,London,Day — Cloudy/Foggy,174-london-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
175,VERIFIED_CANONICAL,Singapore,Day — Cloudy/Foggy,175-singapore-day-cloudy-foggy.png,True,,,,0,Standalone image generated in the current conversation and added under the canonical filename.
176,VERIFIED_CANONICAL,Seoul,Day — Cloudy/Foggy,176-seoul-day-cloudy-foggy.png,True,,263,263 (LOW),1,Standalone image generated in the current conversation and added under the canonical filename.
177,VERIFIED_CANONICAL,Beijing,Day — Cloudy/Foggy,177-beijing-day-cloudy-foggy.png,True,,284,284 (HIGH),1,Standalone image generated in the current conversation and added under the canonical filename. Normalized from 1671×941 to 1672×941.
178,MANUALLY_MAPPED_CANDIDATE,Dubai,Day — Cloudy/Foggy,178-dubai-day-cloudy-foggy.png,False,285,,285 (HIGH),1,Not yet generated as a standalone canonical background.
179,MANUALLY_MAPPED_CANDIDATE,Sydney,Day — Cloudy/Foggy,179-sydney-day-cloudy-foggy.png,False,281,,281 (HIGH),1,Not yet generated as a standalone canonical background.
180,MANUALLY_MAPPED_CANDIDATE,Toronto,Day — Cloudy/Foggy,180-toronto-day-cloudy-foggy.png,False,283,,283 (LOW),1,Not yet generated as a standalone canonical background.
181,MANUALLY_MAPPED_CANDIDATE,Vancouver,Day — Cloudy/Foggy,181-vancouver-day-cloudy-foggy.png,False,282,,282 (LOW),1,Not yet generated as a standalone canonical background.
182,MANUALLY_MAPPED_CANDIDATE,Mexico City,Day — Cloudy/Foggy,182-mexico-city-day-cloudy-foggy.png,False,276,,276 (LOW),1,Not yet generated as a standalone canonical background.
